user_id,push_cnt,msg_type
u00001525,2,A
u00001526,1,A
u00001527,2,B
u00001528,2,B
u00001529,0,None
u00001530,1,A
u00001531,1,A
u00001532,0,None
u00001533,2,A
u00001534,0,None
u00001535,2,B
u00001536,2,B
u00001537,0,None
u00001538,0,None
u00001539,2,B
u00001540,1,B
u00001541,1,A
u00001542,1,B
u00001543,0,None
u00001544,2,A
u00001545,1,B
u00001546,1,A
u00001547,1,B
u00001548,2,A
u00001549,0,None
u00001550,0,None
u00001551,1,B
u00001552,1,B
u00001553,1,A
u00001554,2,A
u00001555,0,None
u00001556,1,B
u00001557,2,B
u00001558,0,None
u00001559,0,None
u00001560,2,B
u00001561,0,None
u00001562,1,A
u00001563,2,A
u00001564,2,A
u00001565,0,None
u00001566,2,A
u00001567,2,A
u00001568,2,B
u00001569,1,A
u00001570,1,A
u00001571,0,None
u00001572,2,B
u00001573,1,A
u00001574,0,None
u00001575,1,A
u00001576,0,None
u00001577,0,None
u00001578,2,B
u00001579,0,None
u00001580,0,None
u00001581,2,B
u00001582,2,A
u00001583,0,None
u00001584,2,A
u00001585,1,B
u00001586,1,B
u00001587,1,B
u00001588,0,None
u00001589,1,B
u00001590,2,B
u00001591,2,A
u00001592,2,B
u00001593,1,B
u00001594,1,A
u00001595,0,None
u00001596,2,A
u00001597,0,None
u00001598,1,A
u00001599,2,B
u00001600,2,B
u00001601,1,A
u00001602,2,B
u00001603,1,B
u00001604,2,B
u00001605,2,A
u00001606,0,None
u00001607,2,B
u00001608,1,B
u00001609,1,A
u00001610,1,A
u00001611,1,B
u00001612,1,A
u00001613,0,None
u00001614,2,B
u00001615,0,None
u00001616,1,B
u00001617,1,B
u00001618,1,A
u00001619,2,A
u00001620,2,B
u00001621,2,A
u00001622,0,None
u00001623,1,A
u00001624,1,B
u00001625,1,B
u00001626,1,B
u00001627,2,A
u00001628,1,A
u00001629,1,A
u00001630,2,A
u00001631,1,A
u00001632,2,B
u00001633,1,B
u00001634,1,A
u00001635,2,B
u00001636,1,A
u00001637,1,A
u00001638,1,B
u00001639,1,A
u00001640,1,B
u00001641,1,A
u00001642,0,None
u00001643,2,B
u00001644,1,B
u00001645,2,B
u00001646,1,B
u00001647,2,A
u00001648,0,None
u00001649,1,A
u00001650,1,B
u00001651,2,A
u00001652,2,B
u00001653,0,None
u00001654,1,B
u00001655,0,None
u00001656,1,A
u00001657,2,A
u00001658,2,A
u00001659,1,A
u00001660,1,A
u00001661,1,A
u00001662,1,B
u00001663,2,B
u00001664,2,B
u00001665,2,A
u00001666,1,B
u00001667,2,B
u00001668,2,A
u00001669,1,A
u00001670,2,A
u00001671,0,None
u00001672,1,B
u00001673,2,A
u00001674,1,B
u00001675,1,A
u00001676,0,None
u00001677,1,A
u00001678,2,A
u00001679,1,B
u00001680,1,A
u00001681,2,A
u00001682,1,A
u00001683,2,A
u00001684,2,A
u00001685,1,B
u00001686,2,A
u00001687,1,A
u00001688,2,B
u00001689,1,A
u00001690,2,A
u00001691,0,None
u00001692,1,B
u00001693,1,A
u00001694,1,A
u00001695,1,A
u00001696,2,A
u00001697,2,B
u00001698,2,B
u00001699,2,B
u00001700,2,B
u00001701,2,B
u00001702,2,B
u00001703,1,B
u00001704,1,B
u00001705,2,A
u00001706,2,B
u00001707,2,B
u00001708,2,B
u00001709,1,B
u00001710,1,B
u00001711,1,B
u00001712,1,A
u00001713,2,A
u00001714,1,A
u00001715,2,A
u00001716,2,B
u00001717,0,None
u00001718,1,A
u00001719,1,A
u00001720,0,None
u00001721,2,A
u00001722,1,A
u00001723,0,None
u00001724,2,B
u00001725,1,B
u00001726,0,None
u00001727,2,B
u00001728,0,None
u00001729,2,B
u00001730,2,B
u00001731,1,B
u00001732,2,B
u00001733,1,A
u00001734,2,A
u00001735,2,B
u00001736,1,A
u00001737,1,B
u00001738,1,A
u00001739,1,B
u00001740,2,A
u00001741,1,B
u00001742,1,B
u00001743,1,B
u00001744,0,None
u00001745,0,None
u00001746,2,A
u00001747,2,A
u00001748,2,B
u00001749,1,A
u00001750,1,B
u00001751,1,A
u00001752,2,A
u00001753,2,A
u00001754,0,None
u00001755,1,B
u00001756,2,A
u00001757,2,B
u00001758,1,B
u00001759,1,B
u00001760,2,B
u00001761,1,A
u00001762,2,A
u00001763,0,None
u00001764,1,A
u00001765,2,A
u00001766,0,None
u00001767,0,None
u00001768,1,A
u00001769,0,None
u00001770,1,B
u00001771,2,A
u00001772,1,B
u00001773,1,B
u00001774,2,A
u00001775,2,A
u00001776,0,None
u00001777,1,A
u00001778,1,A
u00001779,1,B
u00001780,2,A
u00001781,1,B
u00001782,0,None
u00001783,1,B
u00001784,1,A
u00001785,2,A
u00001786,0,None
u00001787,2,B
u00001788,0,None
u00001789,0,None
u00001790,1,B
u00001791,1,A
u00001792,2,A
u00001793,1,A
u00001794,1,A
u00001795,2,B
u00001796,1,B
u00001797,2,A
u00001798,1,A
u00001799,2,A
u00001800,2,B
u00001801,1,B
u00001802,0,None
u00001803,1,B
u00001804,2,B
u00001805,2,B
u00001806,1,A
u00001807,0,None
u00001808,1,B
u00001809,2,B
u00001810,2,A
u00001811,2,B
u00001812,0,None
u00001813,1,A
u00001814,2,B
u00001815,1,B
u00001816,1,B
u00001817,2,A
u00001818,2,A
u00001819,1,B
u00001820,1,B
u00001821,0,None
u00001822,2,A
u00001823,0,None
u00001824,2,B
u00001825,1,A
u00001826,2,B
u00001827,2,A
u00001828,1,B
u00001829,1,B
u00001830,1,B
u00001831,1,B
u00001832,2,A
u00001833,2,A
u00001834,2,A
u00001835,2,A
u00001836,1,B
u00001837,2,B
u00001838,2,A
u00001839,2,B
u00001840,1,A
u00001841,0,None
u00001842,0,None
u00001843,2,A
u00001844,2,A
u00001845,0,None
u00001846,2,A
u00001847,0,None
u00001848,1,B
u00001849,1,B
u00001850,2,B
u00001851,1,A
u00001852,2,B
u00001853,1,B
u00001854,1,A
u00001855,0,None
u00001856,1,B
u00001857,1,A
u00001858,2,B
u00001859,0,None
u00001860,1,B
u00001861,1,B
u00001862,2,A
u00001863,1,A
u00001864,2,B
u00001865,0,None
u00001866,2,A
u00001867,1,B
u00001868,1,A
u00001869,0,None
u00001870,0,None
u00001871,1,A
u00001872,0,None
u00001873,2,A
u00001874,1,B
u00001875,2,A
u00001876,1,B
u00001877,1,B
u00001878,2,A
u00001879,1,A
u00001880,2,B
u00001881,0,None
u00001882,2,B
u00001883,1,A
u00001884,1,A
u00001885,2,B
u00001886,2,B
u00001887,2,B
u00001888,1,B
u00001889,0,None
u00001890,2,B
u00001891,2,B
u00001892,2,B
u00001893,2,B
u00001894,1,B
u00001895,2,A
u00001896,2,A
u00001897,0,None
u00001898,2,A
u00001899,2,B
u00001900,1,B
u00001901,1,A
u00001902,2,B
u00001903,2,B
u00001904,2,A
u00001905,2,B
u00001906,1,A
u00001907,2,A
u00001908,2,B
u00001909,1,A
u00001910,0,None
u00001911,2,A
u00001912,2,B
u00001913,0,None
u00001914,2,B
u00001915,0,None
u00001916,0,None
u00001917,1,A
u00001918,2,A
u00001919,2,B
u00001920,0,None
u00001921,0,None
u00001922,0,None
u00001923,2,A
u00001924,1,B
u00001925,1,B
u00001926,2,B
u00001927,0,None
u00001928,2,B
u00001929,0,None
u00001930,1,B
u00001931,1,A
u00001932,2,B
u00001933,1,B
u00001934,2,A
u00001935,2,A
u00001936,1,B
u00001937,1,B
u00001938,1,B
u00001939,2,B
u00001940,2,B
u00001941,0,None
u00001942,2,B
u00001943,2,B
u00001944,1,B
u00001945,1,B
u00001946,2,B
u00001947,1,A
u00001948,1,A
u00001949,2,B
u00001950,1,B
u00001951,2,B
u00001952,0,None
u00001953,1,A
u00001954,0,None
u00001955,0,None
u00001956,2,B
u00001957,2,A
u00001958,1,A
u00001959,1,B
u00001960,1,A
u00001961,0,None
u00001962,1,A
u00001963,1,A
u00001964,2,A
u00001965,1,A
u00001966,2,B
u00001967,1,B
u00001968,0,None
u00001969,2,B
u00001970,2,B
u00001971,1,B
u00001972,0,None
u00001973,1,B
u00001974,2,B
u00001975,2,A
u00001976,2,B
u00001977,2,A
u00001978,2,A
u00001979,2,A
u00001980,1,A
u00001981,2,B
u00001982,2,A
u00001983,1,A
u00001984,2,B
u00001985,1,B
u00001986,1,B
u00001987,1,A
u00001988,0,None
u00001989,2,B
u00001990,1,A
u00001991,1,A
u00001992,1,A
u00001993,0,None
u00001994,1,B
u00001995,1,B
u00001996,1,B
u00001997,2,B
u00001998,0,None
u00001999,2,B
u00002000,1,B
u00002001,2,A
u00002002,0,None
u00002003,1,B
u00002004,1,B
u00002005,0,None
u00002006,2,B
u00002007,1,B
u00002008,1,A
u00002009,1,A
u00002010,2,B
u00002011,1,B
u00002012,1,B
u00002013,2,B
u00002014,1,B
u00002015,0,None
u00002016,0,None
u00002017,1,A
u00002018,1,B
u00002019,2,A
u00002020,2,B
u00002021,2,A
u00002022,2,A
u00002023,1,A
u00002024,1,B
u00002025,2,B
u00002026,0,None
u00002027,1,A
u00002028,0,None
u00002029,2,B
u00002030,2,A
u00002031,0,None
u00002032,2,A
u00002033,0,None
u00002034,0,None
u00002035,1,A
u00002036,2,B
u00002037,1,A
u00002038,2,A
u00002039,2,A
u00002040,2,A
u00002041,1,B
u00002042,1,A
u00002043,2,A
u00002044,2,A
u00002045,2,A
u00002046,2,B
u00002047,2,A
u00002048,2,B
u00002049,2,A
u00002050,2,A
u00002051,2,B
u00002052,2,A
u00002053,2,B
u00002054,2,B
u00002055,2,A
u00002056,2,B
u00002057,2,A
u00002058,0,None
u00002059,0,None
u00002060,1,B
u00002061,2,A
u00002062,1,B
u00002063,1,B
u00002064,1,B
u00002065,1,B
u00002066,1,B
u00002067,0,None
u00002068,2,B
u00002069,2,B
u00002070,2,B
u00002071,0,None
u00002072,0,None
u00002073,1,A
u00002074,1,A
u00002075,2,A
u00002076,0,None
u00002077,2,A
u00002078,0,None
u00002079,1,A
u00002080,2,B
u00002081,1,A
u00002082,2,A
u00002083,1,B
u00002084,2,A
u00002085,1,A
u00002086,0,None
u00002087,2,B
u00002088,2,B
u00002089,0,None
u00002090,0,None
u00002091,2,A
u00002092,2,B
u00002093,1,A
u00002094,0,None
u00002095,2,B
u00002096,2,A
u00002097,2,A
u00002098,1,A
u00002099,2,A
u00002100,0,None
u00002101,1,A
u00002102,2,A
u00002103,2,B
u00002104,1,B
u00002105,1,B
u00002106,1,A
u00002107,0,None
u00002108,2,A
u00002109,1,B
u00002110,0,None
u00002111,2,A
u00002112,0,None
u00002113,1,A
u00002114,1,A
u00002115,1,A
u00002116,2,B
u00002117,2,B
u00002118,1,B
u00002119,2,A
u00002120,1,B
u00002121,2,A
u00002122,2,A
u00002123,0,None
u00002124,2,B
u00002125,2,A
u00002126,2,A
u00002127,0,None
u00002128,1,B
u00002129,2,A
u00002130,1,B
u00002131,1,B
u00002132,2,B
u00002133,2,B
u00002134,2,A
u00002135,2,A
u00002136,2,B
u00002137,1,B
u00002138,2,A
u00002139,0,None
u00002140,1,B
u00002141,2,B
u00002142,1,B
u00002143,2,A
u00002144,0,None
u00002145,2,B
u00002146,1,B
u00002147,1,B
u00002148,1,B
u00002149,2,B
u00002150,1,B
u00002151,2,A
u00002152,0,None
u00002153,1,A
u00002154,1,B
u00002155,0,None
u00002156,2,A
u00002157,2,B
u00002158,2,B
u00002159,2,B
u00002160,2,A
u00002161,2,A
u00002162,0,None
u00002163,1,A
u00002164,2,B
u00002165,1,A
u00002166,2,B
u00002167,0,None
u00002168,0,None
u00002169,2,A
u00002170,0,None
u00002171,1,B
u00002172,2,A
u00002173,1,B
u00002174,1,A
u00002175,2,A
u00002176,0,None
u00002177,0,None
u00002178,1,B
u00002179,0,None
u00002180,2,A
u00002181,1,A
u00002182,1,A
u00002183,1,A
u00002184,1,A
u00002185,1,A
u00002186,1,B
u00002187,2,B
u00002188,1,B
u00002189,0,None
u00002190,0,None
u00002191,2,A
u00002192,0,None
u00002193,1,A
u00002194,0,None
u00002195,0,None
u00002196,1,A
u00002197,1,A
u00002198,2,A
u00002199,0,None
u00002200,1,B
u00002201,1,B
u00002202,1,B
u00002203,1,A
u00002204,1,A
u00002205,2,B
u00002206,2,B
u00002207,0,None
u00002208,0,None
u00002209,1,A
u00002210,2,B
u00002211,0,None
u00002212,2,B
u00002213,2,B
u00002214,1,A
u00002215,1,A
u00002216,0,None
u00002217,2,A
u00002218,2,B
u00002219,0,None
u00002220,2,A
u00002221,1,A
u00002222,2,A
u00002223,2,B
u00002224,0,None
u00002225,0,None
u00002226,1,B
u00002227,2,B
u00002228,1,A
u00002229,1,B
u00002230,2,A
u00002231,2,B
u00002232,0,None
u00002233,2,A
u00002234,0,None
u00002235,1,A
u00002236,2,B
u00002237,0,None
u00002238,1,B
u00002239,1,B
u00002240,0,None
u00002241,2,B
u00002242,2,A
u00002243,0,None
u00002244,1,B
u00002245,2,B
u00002246,2,A
u00002247,2,A
u00002248,1,B
u00002249,2,B
u00002250,2,B
u00002251,1,B
u00002252,1,B
u00002253,0,None
u00002254,1,A
u00002255,2,A
u00002256,2,B
u00002257,0,None
u00002258,2,A
u00002259,0,None
u00002260,2,B
u00002261,2,B
u00002262,0,None
u00002263,2,B
u00002264,2,A
u00002265,1,B
u00002266,0,None
u00002267,1,A
u00002268,1,B
u00002269,2,B
u00002270,2,A
u00002271,0,None
u00002272,1,A
u00002273,1,B
u00002274,0,None
u00002275,2,B
u00002276,1,A
u00002277,1,A
u00002278,1,A
u00002279,2,B
u00002280,0,None
u00002281,1,A
u00002282,2,B
u00002283,1,B
u00002284,1,B
u00002285,0,None
u00002286,2,B
u00002287,2,B
u00002288,1,A
u00002289,1,A
u00002290,1,A
u00002291,2,A
u00002292,1,A
u00002293,1,B
u00002294,2,B
u00002295,0,None
u00002296,1,A
u00002297,1,A
u00002298,2,B
u00002299,0,None
u00002300,0,None
u00002301,1,A
u00002302,2,B
u00002303,1,A
u00002304,2,A
u00002305,0,None
u00002306,2,B
u00002307,1,B
u00002308,0,None
u00002309,1,A
u00002310,0,None
u00002311,2,B
u00002312,2,B
u00002313,1,A
u00002314,2,B
u00002315,0,None
u00002316,2,A
u00002317,2,A
u00002318,2,B
u00002319,2,A
u00002320,2,A
u00002321,2,A
u00002322,2,A
u00002323,0,None
u00002324,0,None
u00002325,0,None
u00002326,0,None
u00002327,0,None
u00002328,0,None
u00002329,1,A
u00002330,1,B
u00002331,1,B
u00002332,2,A
u00002333,2,A
u00002334,2,B
u00002335,2,B
u00002336,2,B
u00002337,0,None
u00002338,1,B
u00002339,1,A
u00002340,1,B
u00002341,2,B
u00002342,1,A
u00002343,2,A
u00002344,2,A
u00002345,2,B
u00002346,2,B
u00002347,0,None
u00002348,2,A
u00002349,2,B
u00002350,0,None
u00002351,2,A
u00002352,2,A
u00002353,1,A
u00002354,2,B
u00002355,0,None
u00002356,2,B
u00002357,2,B
u00002358,2,A
u00002359,0,None
u00002360,2,A
u00002361,1,A
u00002362,2,B
u00002363,2,B
u00002364,2,B
u00002365,2,A
u00002366,1,B
u00002367,1,B
u00002368,1,A
u00002369,1,B
u00002370,1,A
u00002371,1,A
u00002372,1,B
u00002373,2,B
u00002374,1,B
u00002375,2,A
u00002376,2,A
u00002377,0,None
u00002378,1,B
u00002379,2,A
u00002380,2,A
u00002381,2,B
u00002382,2,B
u00002383,1,B
u00002384,1,A
u00002385,2,A
u00002386,0,None
u00002387,2,A
u00002388,2,B
u00002389,1,B
u00002390,2,B
u00002391,2,A
u00002392,2,A
u00002393,1,B
u00002394,1,A
u00002395,1,B
u00002396,1,B
u00002397,0,None
u00002398,1,B
u00002399,2,A
u00002400,2,B
u00002401,0,None
u00002402,0,None
u00002403,2,A
u00002404,1,B
u00002405,2,A
u00002406,2,B
u00002407,2,A
u00002408,1,A
u00002409,0,None
u00002410,2,A
u00002411,0,None
u00002412,0,None
u00002413,2,A
u00002414,2,A
u00002415,0,None
u00002416,2,B
u00002417,0,None
u00002418,0,None
u00002419,1,B
u00002420,1,B
u00002421,0,None
u00002422,2,B
u00002423,1,B
u00002424,1,B
u00002425,0,None
u00002426,1,A
u00002427,1,B
u00002428,2,A
u00002429,1,A
u00002430,2,B
u00002431,1,A
u00002432,0,None
u00002433,0,None
u00002434,1,B
u00002435,2,A
u00002436,1,A
u00002437,0,None
u00002438,1,B
u00002439,2,A
u00002440,0,None
u00002441,2,A
u00002442,2,A
u00002443,2,B
u00002444,1,B
u00002445,2,B
u00002446,2,A
u00002447,1,B
u00002448,1,A
u00002449,0,None
u00002450,1,A
u00002451,1,B
u00002452,0,None
u00002453,1,A
u00002454,2,B
u00002455,2,B
u00002456,2,A
u00002457,2,B
u00002458,1,A
u00002459,1,A
u00002460,1,A
u00002461,2,A
u00002462,0,None
u00002463,2,B
u00002464,1,A
u00002465,2,B
u00002466,0,None
u00002467,1,A
u00002468,0,None
u00002469,1,A
u00002470,0,None
u00002471,1,A
u00002472,1,B
u00002473,2,B
u00002474,1,A
u00002475,1,B
u00002476,2,B
u00002477,2,B
u00002478,1,A
u00002479,1,B
u00002480,1,A
u00002481,2,B
u00002482,2,A
u00002483,1,A
u00002484,1,A
u00002485,1,A
u00002486,1,A
u00002487,0,None
u00002488,1,B
u00002489,1,B
u00002490,0,None
u00002491,1,B
u00002492,1,A
u00002493,2,B
u00002494,1,A
u00002495,0,None
u00002496,2,B
u00002497,2,A
u00002498,2,B
u00002499,1,A
u00002500,2,A
u00002501,2,B
u00002502,2,A
u00002503,2,B
u00002504,1,A
u00002505,2,A
u00002506,1,B
u00002507,2,A
u00002508,1,A
u00002509,2,A
u00002510,2,A
u00002511,1,A
u00002512,2,B
u00002513,2,A
u00002514,1,B
u00002515,1,A
u00002516,0,None
u00002517,0,None
u00002518,1,B
u00002519,2,A
u00002520,1,B
u00002521,2,A
u00002522,0,None
u00002523,1,B
u00002524,2,B
u00002525,1,A
u00002526,2,A
u00002527,2,B
u00002528,0,None
u00002529,0,None
u00002530,1,A
u00002531,0,None
u00002532,0,None
u00002533,2,B
u00002534,2,A
u00002535,2,A
u00002536,2,A
u00002537,2,B
u00002538,2,B
u00002539,2,A
u00002540,2,A
u00002541,0,None
u00002542,0,None
u00002543,2,B
u00002544,1,A
u00002545,1,A
u00002546,1,A
u00002547,1,A
u00002548,2,A
u00002549,1,B
u00002550,1,B
u00002551,2,A
u00002552,1,B
u00002553,1,A
u00002554,2,B
u00002555,1,B
u00002556,2,B
u00002557,2,B
u00002558,2,B
u00002559,2,A
u00002560,1,A
u00002561,2,A
u00002562,2,A
u00002563,1,A
u00002564,2,A
u00002565,1,A
u00002566,2,A
u00002567,1,B
u00002568,2,A
u00002569,2,B
u00002570,1,B
u00002571,0,None
u00002572,2,B
u00002573,2,B
u00002574,1,A
u00002575,2,B
u00002576,0,None
u00002577,1,B
u00002578,2,B
u00002579,0,None
u00002580,0,None
u00002581,2,B
u00002582,2,A
u00002583,0,None
u00002584,2,B
u00002585,1,B
u00002586,1,B
u00002587,2,B
u00002588,2,A
u00002589,1,B
u00002590,2,A
u00002591,1,B
u00002592,0,None
u00002593,2,A
u00002594,1,B
u00002595,2,A
u00002596,1,A
u00002597,2,B
u00002598,2,A
u00002599,1,B
u00002600,2,B
u00002601,0,None
u00002602,1,A
u00002603,2,B
u00002604,1,A
u00002605,2,A
u00002606,1,B
u00002607,2,A
u00002608,1,A
u00002609,1,B
u00002610,2,B
u00002611,1,B
u00002612,0,None
u00002613,2,A
u00002614,2,B
u00002615,2,A
u00002616,1,A
u00002617,0,None
u00002618,1,A
u00002619,2,B
u00002620,2,A
u00002621,1,B
u00002622,1,A
u00002623,0,None
u00002624,1,A
u00002625,1,B
u00002626,2,B
u00002627,0,None
u00002628,1,B
u00002629,2,A
u00002630,2,A
u00002631,0,None
u00002632,1,A
u00002633,1,A
u00002634,2,A
u00002635,2,A
u00002636,1,B
u00002637,2,A
u00002638,2,B
u00002639,0,None
u00002640,2,B
u00002641,2,A
u00002642,2,B
u00002643,0,None
u00002644,1,A
u00002645,1,B
u00002646,0,None
u00002647,0,None
u00002648,2,A
u00002649,0,None
u00002650,2,B
u00002651,0,None
u00002652,2,A
u00002653,1,B
u00002654,2,B
u00002655,1,B
u00002656,1,B
u00002657,2,B
u00002658,2,B
u00002659,0,None
u00002660,2,A
u00002661,2,A
u00002662,2,A
u00002663,1,B
u00002664,2,A
u00002665,2,A
u00002666,0,None
u00002667,1,B
u00002668,0,None
u00002669,2,B
u00002670,0,None
u00002671,2,B
u00002672,1,B
u00002673,1,B
u00002674,0,None
u00002675,1,A
u00002676,2,B
u00002677,2,B
u00002678,0,None
u00002679,0,None
u00002680,2,A
u00002681,1,A
u00002682,0,None
u00002683,1,B
u00002684,1,B
u00002685,0,None
u00002686,2,B
u00002687,0,None
u00002688,2,A
u00002689,0,None
u00002690,1,B
u00002691,2,B
u00002692,1,A
u00002693,1,A
u00002694,2,A
u00002695,0,None
u00002696,0,None
u00002697,1,A
u00002698,2,A
u00002699,1,B
u00002700,2,B
u00002701,1,A
u00002702,2,B
u00002703,1,A
u00002704,1,B
u00002705,0,None
u00002706,2,A
u00002707,1,A
u00002708,1,A
u00002709,2,A
u00002710,2,B
u00002711,0,None
u00002712,2,A
u00002713,0,None
u00002714,2,A
u00002715,1,A
u00002716,1,A
u00002717,1,B
u00002718,1,B
u00002719,2,B
u00002720,2,B
u00002721,0,None
u00002722,2,A
u00002723,2,A
u00002724,1,B
u00002725,0,None
u00002726,0,None
u00002727,0,None
u00002728,2,B
u00002729,2,B
u00002730,2,B
u00002731,2,A
u00002732,1,B
u00002733,2,A
u00002734,0,None
u00002735,2,B
u00002736,0,None
u00002737,0,None
u00002738,1,A
u00002739,2,B
u00002740,2,A
u00002741,2,B
u00002742,1,A
u00002743,2,B
u00002744,0,None
u00002745,1,B
u00002746,2,A
u00002747,1,A
u00002748,0,None
u00002749,1,B
u00002750,2,B
u00002751,0,None
u00002752,1,A
u00002753,2,B
u00002754,1,B
u00002755,2,B
u00002756,0,None
u00002757,0,None
u00002758,1,A
u00002759,0,None
u00002760,1,B
u00002761,1,A
u00002762,2,A
u00002763,2,A
u00002764,1,A
u00002765,2,B
u00002766,1,B
u00002767,1,A
u00002768,2,A
u00002769,1,A
u00002770,1,B
u00002771,1,A
u00002772,1,B
u00002773,0,None
u00002774,1,A
u00002775,0,None
u00002776,1,A
u00002777,1,B
u00002778,1,A
u00002779,2,B
u00002780,2,A
u00002781,1,B
u00002782,2,B
u00002783,1,A
u00002784,0,None
u00002785,2,B
u00002786,2,B
u00002787,2,B
u00002788,0,None
u00002789,0,None
u00002790,1,A
u00002791,1,B
u00002792,0,None
u00002793,1,B
u00002794,2,A
u00002795,0,None
u00002796,1,A
u00002797,2,A
u00002798,2,A
u00002799,1,A
u00002800,1,B
u00002801,2,A
u00002802,0,None
u00002803,2,B
u00002804,1,A
u00002805,2,A
u00002806,1,A
u00002807,2,A
u00002808,1,A
u00002809,0,None
u00002810,1,A
u00002811,1,A
u00002812,1,A
u00002813,2,B
u00002814,2,A
u00002815,2,B
u00002816,0,None
u00002817,0,None
u00002818,1,B
u00002819,1,B
u00002820,2,A
u00002821,1,A
u00002822,0,None
u00002823,1,A
u00002824,0,None
u00002825,1,A
u00002826,2,A
u00002827,1,A
u00002828,0,None
u00002829,0,None
u00002830,2,B
u00002831,2,A
u00002832,2,A
u00002833,0,None
u00002834,0,None
u00002835,1,A
u00002836,0,None
u00002837,2,B
u00002838,0,None
u00002839,0,None
u00002840,2,A
u00002841,2,B
u00002842,1,B
u00002843,1,B
u00002844,0,None
u00002845,1,B
u00002846,0,None
u00002847,2,B
u00002848,1,A
u00002849,2,B
u00002850,1,B
u00002851,2,A
u00002852,0,None
u00002853,1,A
u00002854,2,A
u00002855,2,A
u00002856,0,None
u00002857,1,A
u00002858,0,None
u00002859,2,B
u00002860,2,B
u00002861,1,B
u00002862,2,A
u00002863,2,B
u00002864,2,A
u00002865,2,A
u00002866,2,B
u00002867,2,A
u00002868,2,B
u00002869,2,B
u00002870,1,B
u00002871,1,B
u00002872,1,B
u00002873,1,B
u00002874,2,B
u00002875,1,B
u00002876,1,B
u00002877,1,B
u00002878,2,B
u00002879,2,B
u00002880,0,None
u00002881,2,A
u00002882,0,None
u00002883,1,A
u00002884,2,A
u00002885,0,None
u00002886,1,B
u00002887,1,B
u00002888,2,A
u00002889,2,B
u00002890,2,A
u00002891,1,A
u00002892,2,A
u00002893,1,A
u00002894,2,A
u00002895,1,B
u00002896,1,B
u00002897,0,None
u00002898,2,A
u00002899,2,A
u00002900,2,A
u00002901,1,B
u00002902,1,A
u00002903,1,B
u00002904,0,None
u00002905,0,None
u00002906,1,B
u00002907,1,B
u00002908,0,None
u00002909,1,B
u00002910,1,B
u00002911,1,B
u00002912,2,A
u00002913,1,B
u00002914,2,A
u00002915,1,A
u00002916,0,None
u00002917,1,A
u00002918,1,B
u00002919,2,B
u00002920,1,A
u00002921,1,B
u00002922,2,A
u00002923,2,A
u00002924,1,B
u00002925,1,A
u00002926,0,None
u00002927,2,A
u00002928,2,B
u00002929,1,A
u00002930,2,A
u00002931,0,None
u00002932,1,B
u00002933,1,A
u00002934,1,B
u00002935,1,A
u00002936,0,None
u00002937,0,None
u00002938,2,A
u00002939,0,None
u00002940,2,B
u00002941,2,A
u00002942,1,A
u00002943,1,B
u00002944,1,A
u00002945,0,None
u00002946,2,A
u00002947,2,A
u00002948,1,A
u00002949,0,None
u00002950,2,B
u00002951,1,B
u00002952,2,B
u00002953,1,A
u00002954,2,B
u00002955,0,None
u00002956,0,None
u00002957,2,A
u00002958,1,A
u00002959,1,B
u00002960,1,A
u00002961,0,None
u00002962,1,B
u00002963,2,B
u00002964,0,None
u00002965,1,A
u00002966,1,A
u00002967,2,B
u00002968,2,B
u00002969,2,B
u00002970,1,B
u00002971,2,B
u00002972,1,B
u00002973,2,B
u00002974,2,B
u00002975,0,None
u00002976,0,None
u00002977,1,A
u00002978,1,A
u00002979,2,B
u00002980,2,B
u00002981,0,None
u00002982,1,B
u00002983,2,B
u00002984,2,A
u00002985,2,A
u00002986,2,A
u00002987,2,A
u00002988,1,B
u00002989,1,B
u00002990,2,B
u00002991,2,A
u00002992,0,None
u00002993,2,B
u00002994,0,None
u00002995,1,B
u00002996,0,None
u00002997,1,A
u00002998,2,A
u00002999,2,A
u00003000,1,A
u00003001,1,A
u00003002,2,A
u00003003,2,B
u00003004,2,A
u00003005,1,A
u00003006,2,B
u00003007,1,A
u00003008,2,B
u00003009,1,B
u00003010,1,A
u00003011,2,B
u00003012,1,B
u00003013,1,B
u00003014,1,B
u00003015,2,B
u00003016,1,A
u00003017,1,A
u00003018,2,B
u00003019,0,None
u00003020,1,A
u00003021,1,A
u00003022,2,A
u00003023,0,None
u00003024,1,A
u00003025,0,None
u00003026,2,A
u00003027,1,A
u00003028,0,None
u00003029,1,B
u00003030,0,None
u00003031,0,None
u00003032,2,B
u00003033,2,A
u00003034,1,A
u00003035,1,B
u00003036,1,A
u00003037,2,A
u00003038,1,A
u00003039,0,None
u00003040,1,B
u00003041,0,None
u00003042,0,None
u00003043,1,B
u00003044,0,None
u00003045,1,B
u00003046,2,B
u00003047,2,B
u00003048,1,B
u00003049,1,A
u00003050,2,B
u00003051,1,A
u00003052,2,B
u00003053,2,A
u00003054,1,B
u00003055,2,A
u00003056,0,None
u00003057,2,B
u00003058,2,A
u00003059,2,B
u00003060,1,A
u00003061,1,A
u00003062,1,A
u00003063,0,None
u00003064,1,A
u00003065,1,A
u00003066,1,A
u00003067,0,None
u00003068,1,A
u00003069,0,None
u00003070,2,A
u00003071,1,A
u00003072,2,A
u00003073,2,B
u00003074,1,B
u00003075,2,A
u00003076,2,A
u00003077,1,B
